ProductID,ProductName,CategoryID,SubCategory,SupplierID,CostPrice,UnitPrice,LaunchDate,Status
P-0253,Power Oil Vegetable Oil 3L,CAT-01,Cooking Essentials,SUP-040,930.21,1200,2024-04-20,Active
P-0254,Dano Powdered Milk 900g,CAT-01,Dairy & Frozen,SUP-004,6308.58,7600,2022-05-13,Active
P-0255,Devon King's Groundnut Oil 5L,CAT-01,Cooking Essentials,SUP-003,12877.39,14800,2023-06-08,Active
P-0256,Yale Biscuit Pack,CAT-01,Snacks,SUP-013,132.69,150,2019-12-03,Active
P-0257,Laziz Groundnut Oil 5L,CAT-01,Cooking Essentials,SUP-040,6256.05,7550,2019-12-04,Active
P-0258,Fearless Yoghurt Drink,CAT-01,Beverages,SUP-003,5049.61,6150,2019-01-18,Active
P-0259,Beloxxi Chips 165g,CAT-01,Snacks,SUP-002,2593.18,3300,2024-04-23,Active
P-0260,Exeter Sardines Tin,CAT-01,Canned & Packaged,SUP-005,3330.21,4100,2022-03-15,Active
P-0261,Mama Gold Macaroni 500g,CAT-01,Staples,SUP-005,6564.73,8200,2024-07-03,Active
P-0262,Minimie Cookies Jar,CAT-01,Snacks,SUP-010,310.16,350,2019-12-26,Active
P-0263,Fan Milk Ice Cream 1L,CAT-01,Dairy & Frozen,SUP-003,10021.05,11900,2024-02-10,Active
P-0264,Honeywell Noodles Carton,CAT-01,Staples,SUP-008,10290.57,13350,2022-11-22,Active
P-0265,Nescafe Refill Pack,CAT-01,Beverages,SUP-004,3304.36,4050,2020-07-04,Active
P-0266,Hollandia Juice 1L,CAT-01,Beverages,SUP-014,4123.85,5000,2020-04-06,Active
P-0267,Bama Corned Beef 340g,CAT-01,Canned & Packaged,SUP-008,2116.45,2500,2020-11-14,Active
P-0268,Chivita Can 33cl,CAT-01,Beverages,SUP-013,1224.59,1500,2020-03-23,Active
P-0269,Hollandia PET 50cl,CAT-01,Beverages,SUP-015,5215.02,6400,2022-07-27,Active
P-0270,Milo Yoghurt Drink,CAT-01,Beverages,SUP-015,1827.56,2150,2024-06-07,Active
P-0271,Beloxxi Chin Chin 250g,CAT-01,Snacks,SUP-010,2525.13,3050,2023-11-22,Active
P-0272,Minimie Biscuit Pack,CAT-01,Snacks,SUP-014,603.91,750,2019-12-04,Active
P-0273,Bournvita Juice 1L,CAT-01,Beverages,SUP-010,1771.78,2200,2022-08-14,Active
P-0274,BUA Spaghetti 500g,CAT-01,Staples,SUP-002,36734.2,40050,2023-02-07,Active
P-0275,Hollandia Refill Pack,CAT-01,Beverages,SUP-004,2582.23,3300,2019-09-30,Active
P-0276,Minimie Sausage Roll,CAT-01,Snacks,SUP-007,2553.37,3150,2021-09-10,Active
P-0277,Yale Chin Chin 250g,CAT-01,Snacks,SUP-007,2386.47,2800,2020-09-27,Active
P-0278,Pepsi Sachet Roll,CAT-01,Beverages,SUP-009,7075.76,8150,2023-11-12,Active
P-0279,Gino Curry Powder,CAT-01,Cooking Essentials,SUP-003,8820.05,10250,2021-09-23,Active
P-0280,Dano Butter 250g,CAT-01,Dairy & Frozen,SUP-006,8891.26,11000,2020-03-01,Active
P-0281,Knorr Curry Powder,CAT-01,Cooking Essentials,SUP-008,10057.95,12000,2023-10-10,Active
P-0282,Sardine King Sardines Tin,CAT-01,Canned & Packaged,SUP-006,2965.06,3350,2022-10-16,Active
P-0283,Devon King's Palm Oil 2L,CAT-01,Cooking Essentials,SUP-003,4043.8,4900,2019-08-24,Active
P-0284,Dangote Spaghetti 500g,CAT-01,Staples,SUP-006,13700.12,17750,2022-07-02,Active
P-0285,OK Foods Chips 165g,CAT-01,Snacks,SUP-001,749.17,900,2023-08-03,Active
P-0286,Bama Sweet Corn Tin,CAT-01,Canned & Packaged,SUP-014,4054.02,5250,2019-08-10,Active
P-0287,Beloxxi Sausage Roll,CAT-01,Snacks,SUP-015,545.46,650,2018-12-12,Active
P-0288,Maggi Tomato Paste 210g,CAT-01,Cooking Essentials,SUP-040,2791.16,3400,2018-03-08,Active
P-0289,Fan Milk Butter 250g,CAT-01,Dairy & Frozen,SUP-010,8652.99,11200,2020-11-23,Active
P-0290,Digestive Cookies Jar,CAT-01,Snacks,SUP-002,609.52,750,2019-09-16,Active
P-0291,Gala Chin Chin 250g,CAT-01,Snacks,SUP-008,2702.07,3050,2019-11-08,Active
P-0292,Loya Milk Sachet Roll,CAT-01,Dairy & Frozen,SUP-010,1976.51,2350,2021-06-20,Active
P-0293,Laziz Seasoning Cubes Pack,CAT-01,Cooking Essentials,SUP-010,9132.92,11100,2021-10-12,Active
P-0294,Fearless Tin,CAT-01,Beverages,SUP-015,7910.49,9500,2018-09-22,Active
P-0295,Fearless Refill Pack,CAT-01,Beverages,SUP-003,7256.99,9300,2018-08-26,Active
P-0296,Cowbell Evaporated Milk Tin,CAT-01,Dairy & Frozen,SUP-008,4231.85,5250,2020-07-10,Active
P-0297,Hollandia Yoghurt Drink,CAT-01,Beverages,SUP-009,6675.96,7550,2022-08-08,Active
P-0298,Peak Evaporated Milk Tin,CAT-01,Dairy & Frozen,SUP-007,4101.41,5150,2019-08-12,Active
P-0299,5Alive Yoghurt Drink,CAT-01,Beverages,SUP-014,4072.14,4850,2023-02-16,Active
P-0300,5Alive Refill Pack,CAT-01,Beverages,SUP-004,6591.08,8400,2020-03-25,Active
P-0301,Titus Mackerel Tin,CAT-01,Canned & Packaged,SUP-008,690.19,850,2019-01-19,Discontinued
P-0302,Yale Chips 165g,CAT-01,Snacks,SUP-005,1720.84,2050,2018-09-05,Active
P-0303,Chivita Sachet Roll,CAT-01,Beverages,SUP-009,6588.11,7900,2018-03-29,Active
P-0304,Yale Sausage Roll,CAT-01,Snacks,SUP-005,3376.5,3900,2021-10-14,Active
P-0305,Dangote Rice 10kg,CAT-01,Staples,SUP-003,3932.01,4700,2021-09-09,Active
P-0306,Cap Rice Rice 10kg,CAT-01,Staples,SUP-002,9527.88,11500,2019-05-19,Active
P-0307,Pepsi Tin,CAT-01,Beverages,SUP-006,4244.81,4600,2021-06-14,Active
P-0308,Bournvita Tin,CAT-01,Beverages,SUP-010,1866.19,2250,2024-08-01,Active
P-0309,Peak Ice Cream 1L,CAT-01,Dairy & Frozen,SUP-010,1854.71,2350,2018-10-25,Active
P-0310,Honeywell Rice 25kg,CAT-01,Staples,SUP-015,13692.84,17300,2023-11-05,Active
P-0311,Heinz Corned Beef 340g,CAT-01,Canned & Packaged,SUP-004,2600.56,3150,2018-12-10,Active
P-0312,Milo Refill Pack,CAT-01,Beverages,SUP-015,8630.72,9300,2021-02-10,Active
P-0313,Fan Milk Yoghurt 500ml,CAT-01,Dairy & Frozen,SUP-010,6721.47,8000,2019-04-26,Active
P-0314,Cowbell Butter 250g,CAT-01,Dairy & Frozen,SUP-013,6007.81,6950,2020-08-17,Active
P-0315,Gala Biscuit Pack,CAT-01,Snacks,SUP-009,211.14,250,2023-09-03,Active
P-0316,Cap Rice Macaroni 500g,CAT-01,Staples,SUP-040,17444.71,20900,2019-12-22,Active
P-0317,Lucozade Can 33cl,CAT-01,Beverages,SUP-015,6797.78,7900,2020-11-12,Active
P-0318,OK Foods Sausage Roll,CAT-01,Snacks,SUP-003,1097.96,1350,2019-02-11,Active
P-0319,Bama Mayonnaise 443ml,CAT-01,Canned & Packaged,SUP-002,3661.32,4550,2020-02-26,Discontinued
P-0320,Three Crowns Yoghurt 500ml,CAT-01,Dairy & Frozen,SUP-014,2359.41,2800,2023-04-18,Active
P-0321,Titus Sardines Tin XL,CAT-01,Canned & Packaged,SUP-011,4497.06,5850,2022-06-04,Active
P-0322,Semovita Spaghetti 500g XL,CAT-01,Staples,SUP-009,31479.81,39350,2020-04-30,Active
P-0323,Cap Rice Rice 10kg XL,CAT-01,Staples,SUP-001,7760.2,8950,2019-06-22,Active
P-0324,Exeter Mackerel Tin XL,CAT-01,Canned & Packaged,SUP-003,927.05,1050,2018-09-19,Active
P-0325,Kings Salt 1kg XL,CAT-01,Cooking Essentials,SUP-008,2140.06,2500,2020-11-22,Active
P-0326,Devon King's Salt 1kg XL,CAT-01,Cooking Essentials,SUP-001,5234.34,6050,2021-08-05,Active
P-0327,Beloxxi Cookies Jar XL,CAT-01,Snacks,SUP-009,2378.78,2800,2020-06-12,Active
P-0328,Heinz Corned Beef 340g XL,CAT-01,Canned & Packaged,SUP-002,5663.21,6050,2023-02-26,Active
P-0329,Minimie Cookies Jar XL,CAT-01,Snacks,SUP-006,2501.77,2850,2018-09-26,Active
P-0330,Royal Stallion Semolina 5kg XL,CAT-01,Staples,SUP-040,24830.24,31900,2022-09-26,Active
P-0331,Gino Tomato Paste 210g XL,CAT-01,Cooking Essentials,SUP-015,889.95,1100,2021-08-08,Active
P-0332,Cowbell Evaporated Milk Tin XL,CAT-01,Dairy & Frozen,SUP-009,9206.85,11400,2024-04-08,Active
P-0333,Geisha Mayonnaise 443ml XL,CAT-01,Canned & Packaged,SUP-006,5571.27,6350,2023-07-09,Active
P-0334,Digestive Sausage Roll XL,CAT-01,Snacks,SUP-014,3595.45,4350,2023-07-07,Active
P-0335,Hollandia Sachet Roll XL,CAT-01,Beverages,SUP-040,1210.77,1500,2020-09-20,Active
P-0336,Beloxxi Cookies Jar XL,CAT-01,Snacks,SUP-003,467.35,600,2018-03-19,Active
P-0337,Pepsi Yoghurt Drink XL,CAT-01,Beverages,SUP-040,3231.64,4100,2022-01-13,Active
P-0338,Bama Corned Beef 340g XL,CAT-01,Canned & Packaged,SUP-012,5458.96,6050,2023-01-01,Active
P-0339,Minimie Sausage Roll XL,CAT-01,Snacks,SUP-014,1615.59,2100,2020-09-05,Active
P-0340,Cap Rice Noodles Carton XL,CAT-01,Staples,SUP-011,24009.49,27950,2020-07-13,Active
P-0341,Dano Milk Sachet Roll XL,CAT-01,Dairy & Frozen,SUP-011,3611.97,4750,2020-03-12,Active
P-0342,5Alive Can 33cl XL,CAT-01,Beverages,SUP-004,5741.42,6950,2023-11-29,Active
P-0343,5Alive PET 50cl XL,CAT-01,Beverages,SUP-006,6050.99,7250,2019-06-21,Active
P-0344,Geisha Sweet Corn Tin XL,CAT-01,Canned & Packaged,SUP-011,4864.14,6050,2018-09-19,Active
P-0345,Three Crowns Yoghurt 500ml XL,CAT-01,Dairy & Frozen,SUP-014,9590.72,11350,2022-07-31,Active
P-0346,Devon King's Salt 1kg XL,CAT-01,Cooking Essentials,SUP-040,7834.67,9450,2022-03-22,Active
P-0347,Digestive Cream Crackers XL,CAT-01,Snacks,SUP-010,2180.68,2600,2018-04-07,Active
P-0348,Titus Sweet Corn Tin XL,CAT-01,Canned & Packaged,SUP-013,5099.16,5600,2019-05-23,Discontinued
P-0349,Exeter Sardines Tin XL,CAT-01,Canned & Packaged,SUP-002,4591.89,5200,2021-03-10,Active
P-0350,Fan Milk Powdered Milk 900g XL,CAT-01,Dairy & Frozen,SUP-015,3706.2,4650,2018-05-26,Active
P-0351,Mama Gold Spaghetti 500g XL,CAT-01,Staples,SUP-003,29971.75,32750,2019-11-07,Active
P-0352,BUA Semolina 5kg XL,CAT-01,Staples,SUP-011,36256.81,40600,2023-06-03,Active
P-0353,Kings Vegetable Oil 3L XL,CAT-01,Cooking Essentials,SUP-009,7988.86,9650,2023-11-10,Active
P-0354,OK Foods Cookies Jar XL,CAT-01,Snacks,SUP-011,483.26,600,2021-06-17,Active
P-0355,Dangote Spaghetti 500g XL,CAT-01,Staples,SUP-004,35881.59,41250,2021-04-19,Active
P-0356,Milo PET 50cl XL,CAT-01,Beverages,SUP-013,3164.63,3750,2018-11-18,Active
P-0357,Golden Penny Rice 25kg XL,CAT-01,Staples,SUP-001,28769.31,35350,2018-10-23,Active
P-0358,Beloxxi Wafers XL,CAT-01,Snacks,SUP-015,3310.56,3950,2024-06-08,Active
P-0359,McVities Wafers XL,CAT-01,Snacks,SUP-014,2710.32,3150,2021-07-25,Active
P-0360,Pringles Sausage Roll XL,CAT-01,Snacks,SUP-002,1606.53,1800,2018-12-07,Active
P-0361,Cap Rice Macaroni 500g XL,CAT-01,Staples,SUP-007,19970.97,22350,2018-04-11,Active
P-0362,Loya Milk Sachet Roll XL,CAT-01,Dairy & Frozen,SUP-012,2262.8,2500,2019-04-10,Active
P-0363,Dangote Noodles Carton XL,CAT-01,Staples,SUP-040,14277.3,17550,2018-08-31,Active
P-0364,Nescafe Energy Drink XL,CAT-01,Beverages,SUP-015,884.05,1100,2024-10-12,Active
P-0365,Knorr Curry Powder XL,CAT-01,Cooking Essentials,SUP-002,5771.51,7100,2023-12-19,Discontinued
P-0366,Pepsi Yoghurt Drink XL,CAT-01,Beverages,SUP-007,4574.3,5250,2021-04-11,Discontinued
P-0367,Cap Rice Wheat Meal 2kg XL,CAT-01,Staples,SUP-009,23721.55,29900,2024-07-24,Active
P-0368,Fearless Juice 1L XL,CAT-01,Beverages,SUP-005,605.63,750,2023-03-20,Active
P-0369,Fearless Can 33cl XL,CAT-01,Beverages,SUP-010,678.13,900,2023-09-25,Active
P-0370,5Alive Can 33cl XL,CAT-01,Beverages,SUP-015,4463.99,5250,2023-12-19,Active
P-0371,Hollandia Yoghurt Drink XL,CAT-01,Beverages,SUP-040,3490.73,4400,2021-11-19,Active
P-0372,Heinz Corned Beef 340g XL,CAT-01,Canned & Packaged,SUP-004,1986.19,2350,2021-07-07,Active
P-0373,5Alive Energy Drink XL,CAT-01,Beverages,SUP-001,936.21,1200,2019-12-17,Active
P-0374,BUA Rice 25kg XL,CAT-01,Staples,SUP-008,27889.23,35000,2022-03-28,Active
P-0375,Coca-Cola Tin XL,CAT-01,Beverages,SUP-006,1223.13,1500,2023-10-07,Active
P-0376,Coca-Cola Tin XL,CAT-01,Beverages,SUP-010,4337.26,5300,2019-06-23,Active
P-0377,Gala Wafers XL,CAT-01,Snacks,SUP-001,1896.07,2250,2024-08-26,Active
P-0378,Minimie Cookies Jar XL,CAT-01,Snacks,SUP-014,1404.6,1700,2018-10-13,Active
P-0379,Minimie Chin Chin 250g XL,CAT-01,Snacks,SUP-003,3076.55,3550,2018-08-13,Active
P-0380,Titus Corned Beef 340g XL,CAT-01,Canned & Packaged,SUP-008,3534.56,4150,2020-02-28,Active
P-0381,Tecno Galaxy A15,CAT-02,Mobile Phones,SUP-025,351686.8,410900,2019-01-29,Active
P-0382,itel Hot 40i,CAT-02,Mobile Phones,SUP-021,370858.36,396050,2018-04-12,Discontinued
P-0383,Logitech Wireless Mouse,CAT-02,Computing & Accessories,SUP-019,15429.28,17150,2019-08-14,Active
P-0384,Logitech 64GB Flash Drive,CAT-02,Computing & Accessories,SUP-019,48097.93,55300,2019-10-15,Active
P-0385,Samsung Smart 8,CAT-02,Mobile Phones,SUP-025,108238.2,120700,2021-09-05,Active
P-0386,Zealot Headset H2002,CAT-02,Audio,SUP-020,129411.75,156000,2018-11-15,Active
P-0387,Nokia Camon 30,CAT-02,Mobile Phones,SUP-018,108971.4,129700,2020-05-19,Active
P-0388,Maxi 43in Smart TV,CAT-02,Televisions,SUP-017,352054.17,396150,2018-11-06,Active
P-0389,Master Chef Standing Fan 18in,CAT-02,Small Appliances,SUP-016,50139.34,57450,2021-09-13,Active
P-0390,Sony Headset H2002,CAT-02,Audio,SUP-020,67663.11,80250,2023-04-04,Active
P-0391,Binatone Yam Pounder,CAT-02,Small Appliances,SUP-023,137986.66,150450,2022-12-10,Active
P-0392,Redmi Spark 20,CAT-02,Mobile Phones,SUP-016,201612.91,231600,2018-03-20,Active
P-0393,Havit Bluetooth Speaker,CAT-02,Audio,SUP-025,166543.78,179100,2021-06-24,Active
P-0394,Binatone Blender 1.5L,CAT-02,Small Appliances,SUP-021,62927.4,72700,2023-01-09,Active
P-0395,Zinox Laptop Bag 15.6,CAT-02,Computing & Accessories,SUP-018,53536.76,61650,2022-01-22,Active
P-0396,Silver Crest Blender 1.5L,CAT-02,Small Appliances,SUP-017,71202.56,79800,2019-12-09,Active
P-0397,Scanfrost Standing Fan 18in,CAT-02,Small Appliances,SUP-020,117732.42,133150,2021-04-03,Active
P-0398,Logitech Laptop Bag 15.6,CAT-02,Computing & Accessories,SUP-021,37505.7,42400,2019-04-28,Active
P-0399,Kenwood Blender 1.5L,CAT-02,Small Appliances,SUP-022,53240.99,61500,2023-11-11,Active
P-0400,SanDisk WiFi Router N300,CAT-02,Computing & Accessories,SUP-018,83507.64,91350,2022-02-06,Active
P-0401,Tecno Camon 30,CAT-02,Mobile Phones,SUP-019,218566.09,234650,2020-11-28,Active
P-0402,itel A70,CAT-02,Mobile Phones,SUP-018,119510.0,125800,2020-05-24,Active
P-0403,Skyworth 50in UHD TV,CAT-02,Televisions,SUP-024,548720.0,577600,2018-11-24,Active
P-0404,Logitech Keyboard Combo,CAT-02,Computing & Accessories,SUP-021,22372.1,28100,2018-09-07,Active
P-0405,Samsung Camon 30,CAT-02,Mobile Phones,SUP-024,102707.4,119150,2024-07-18,Active
P-0406,Infinix C32,CAT-02,Mobile Phones,SUP-024,325960.99,376050,2019-02-28,Active
P-0407,Samsung Note 13,CAT-02,Mobile Phones,SUP-020,167490.94,179150,2022-11-06,Active
P-0408,Nokia Note 13,CAT-02,Mobile Phones,SUP-018,133481.36,147550,2020-08-14,Active
P-0409,Redmi A70,CAT-02,Mobile Phones,SUP-020,276648.34,309400,2018-11-15,Active
P-0410,Oraimo Headset H2002,CAT-02,Audio,SUP-023,131075.78,141550,2018-09-30,Active
P-0411,Hisense 50in UHD TV,CAT-02,Televisions,SUP-020,650683.59,719000,2023-07-31,Active
P-0412,itel Note 13,CAT-02,Mobile Phones,SUP-021,98753.37,111150,2020-05-08,Active
P-0413,Skyworth 32in HD TV,CAT-02,Televisions,SUP-017,535106.5,668800,2020-09-07,Active
P-0414,JBL FreePods 4,CAT-02,Audio,SUP-023,22824.79,26600,2022-10-19,Active
P-0415,Logitech Power Bank 20000mAh,CAT-02,Computing & Accessories,SUP-017,21528.23,24700,2020-01-28,Active
P-0416,Binatone Electric Kettle,CAT-02,Small Appliances,SUP-018,75157.51,84200,2018-03-01,Active
P-0417,Oraimo Bluetooth Speaker,CAT-02,Audio,SUP-019,99431.01,111800,2023-12-08,Active
P-0418,Logitech WiFi Router N300,CAT-02,Computing & Accessories,SUP-022,63432.84,75800,2023-03-16,Discontinued
P-0419,Hisense 43in Smart TV,CAT-02,Televisions,SUP-024,400583.85,468350,2018-07-22,Active
P-0420,Hisense 55in Smart TV,CAT-02,Televisions,SUP-021,449586.15,534750,2022-05-26,Active
P-0421,TP-Link Keyboard Combo,CAT-02,Computing & Accessories,SUP-017,20145.74,23700,2023-09-23,Active
P-0422,Zinox WiFi Router N300,CAT-02,Computing & Accessories,SUP-022,77428.13,94500,2018-10-24,Active
P-0423,LG 32in HD TV,CAT-02,Televisions,SUP-016,365350.75,413200,2024-02-03,Active
P-0424,Infinix Camon 30,CAT-02,Mobile Phones,SUP-020,377197.5,397050,2024-10-22,Active
P-0425,Qasa Yam Pounder,CAT-02,Small Appliances,SUP-024,32663.94,34650,2021-10-24,Active
P-0426,Zealot FreePods 4,CAT-02,Audio,SUP-017,153024.54,171050,2018-05-29,Active
P-0427,itel Smart 8,CAT-02,Mobile Phones,SUP-023,99306.77,116950,2023-09-17,Active
P-0428,Master Chef Yam Pounder,CAT-02,Small Appliances,SUP-021,43843.61,48950,2023-04-08,Active
P-0429,JBL Party Speaker,CAT-02,Audio,SUP-020,135117.9,147250,2018-12-17,Active
P-0430,Oraimo Party Speaker,CAT-02,Audio,SUP-025,151773.69,173750,2018-01-14,Active
P-0431,itel Spark 20,CAT-02,Mobile Phones,SUP-022,124342.76,139900,2020-12-10,Active
P-0432,TP-Link Laptop Bag 15.6,CAT-02,Computing & Accessories,SUP-021,35461.84,37800,2023-10-04,Discontinued
P-0433,HP Keyboard Combo,CAT-02,Computing & Accessories,SUP-017,52772.5,55550,2019-06-17,Discontinued
P-0434,SanDisk Wireless Mouse,CAT-02,Computing & Accessories,SUP-019,19627.58,22150,2022-12-28,Active
P-0435,Qasa Microwave 20L,CAT-02,Small Appliances,SUP-023,64910.27,68700,2023-07-18,Active
P-0436,Havit Headset H2002,CAT-02,Audio,SUP-016,33879.88,36850,2021-11-11,Active
P-0437,Skyworth 43in Smart TV,CAT-02,Televisions,SUP-025,664416.87,749100,2020-10-22,Active
P-0438,Silver Crest Yam Pounder,CAT-02,Small Appliances,SUP-024,135705.91,157450,2022-06-20,Active
P-0439,HP Wireless Mouse,CAT-02,Computing & Accessories,SUP-021,23621.22,25600,2020-10-05,Active
P-0440,itel Galaxy A15,CAT-02,Mobile Phones,SUP-025,67722.01,81650,2018-11-24,Active
P-0441,TP-Link Wireless Mouse,CAT-02,Computing & Accessories,SUP-019,39244.25,45650,2019-05-17,Active
P-0442,Infinix Smart 8,CAT-02,Mobile Phones,SUP-017,345023.91,385350,2022-05-10,Active
P-0443,Maxi 50in UHD TV,CAT-02,Televisions,SUP-023,268274.11,305950,2019-10-28,Active
P-0444,Zinox Wireless Mouse,CAT-02,Computing & Accessories,SUP-020,30537.21,40000,2020-10-04,Active
P-0445,Nokia Smart 8,CAT-02,Mobile Phones,SUP-022,49828.96,58150,2023-10-18,Active
P-0446,Nokia C32,CAT-02,Mobile Phones,SUP-017,282046.94,338600,2020-09-08,Active
P-0447,TP-Link 64GB Flash Drive,CAT-02,Computing & Accessories,SUP-018,66167.75,81050,2024-04-12,Active
P-0448,Tecno Smart 8,CAT-02,Mobile Phones,SUP-016,343932.8,370300,2018-09-05,Active
P-0449,Nokia Hot 40i,CAT-02,Mobile Phones,SUP-016,80873.85,93100,2022-03-28,Active
P-0450,Tecno C32,CAT-02,Mobile Phones,SUP-020,267579.18,318150,2018-05-22,Active
P-0451,Tecno A70,CAT-02,Mobile Phones,SUP-023,278858.45,324300,2024-01-01,Active
P-0452,HP 64GB Flash Drive,CAT-02,Computing & Accessories,SUP-017,25194.9,29500,2024-10-02,Active
P-0453,Samsung C32,CAT-02,Mobile Phones,SUP-017,195389.73,234500,2019-08-19,Active
P-0454,Scanfrost Blender 1.5L,CAT-02,Small Appliances,SUP-019,115053.75,127800,2023-06-19,Active
P-0455,Qasa Blender 1.5L,CAT-02,Small Appliances,SUP-024,99041.13,111350,2019-09-09,Active
P-0456,Binatone Microwave 20L,CAT-02,Small Appliances,SUP-018,122645.0,129100,2018-01-20,Active
P-0457,JBL Bluetooth Speaker,CAT-02,Audio,SUP-022,163733.76,177200,2022-12-10,Active
P-0458,Master Chef Blender 1.5L,CAT-02,Small Appliances,SUP-023,67045.34,80550,2019-07-10,Active
P-0459,TP-Link WiFi Router N300,CAT-02,Computing & Accessories,SUP-021,72581.7,83550,2018-08-23,Active
P-0460,Redmi Note 13,CAT-02,Mobile Phones,SUP-024,177976.51,188550,2021-04-15,Active
P-0461,TP-Link Power Bank 20000mAh,CAT-02,Computing & Accessories,SUP-022,69758.86,73850,2024-01-18,Active
P-0462,Infinix Spark 20,CAT-02,Mobile Phones,SUP-025,265394.4,291950,2024-06-27,Active
P-0463,Qasa Standing Fan 18in,CAT-02,Small Appliances,SUP-018,105026.2,116500,2018-03-03,Active
P-0464,Kenwood Standing Fan 18in,CAT-02,Small Appliances,SUP-022,14823.69,17350,2023-08-08,Discontinued
P-0465,SanDisk Power Bank 20000mAh,CAT-02,Computing & Accessories,SUP-017,33338.32,39450,2023-12-03,Active
P-0466,Oraimo WiFi Router N300,CAT-02,Computing & Accessories,SUP-023,63762.81,71950,2021-08-04,Active
P-0467,LG 50in UHD TV,CAT-02,Televisions,SUP-025,712862.68,766550,2023-12-07,Active
P-0468,Nokia Spark 20,CAT-02,Mobile Phones,SUP-022,264746.56,337250,2023-06-12,Discontinued
P-0469,Master Chef Rechargeable Fan,CAT-02,Small Appliances,SUP-020,138334.42,153750,2019-07-31,Active
P-0470,Zinox Power Bank 20000mAh,CAT-02,Computing & Accessories,SUP-016,62199.15,71450,2018-09-15,Active
P-0471,Samsung 55in Smart TV,CAT-02,Televisions,SUP-021,492914.34,587500,2021-04-05,Active
P-0472,Scanfrost Rechargeable Fan,CAT-02,Small Appliances,SUP-019,124972.5,131550,2024-08-25,Active
P-0473,Infinix Galaxy A15,CAT-02,Mobile Phones,SUP-023,358417.59,409650,2021-12-17,Active
P-0474,Maxi 65in QLED TV  ,CAT-02,Televisions,SUP-023,310208.78,362500,2019-12-29,Active
P-0475,Oraimo Soundbar 2.1,CAT-02,Audio,SUP-019,22390.75,24700,2019-06-14,Active
P-0476,Qasa Rechargeable Fan,CAT-02,Small Appliances,SUP-021,17697.14,20200,2021-08-12,Active
P-0477,LG 43in Smart TV,CAT-02,Televisions,SUP-017,602035.41,685300,2023-08-31,Active
P-0478,Nokia A70,CAT-02,Mobile Phones,SUP-021,252755.16,284450,2024-06-04,Active
P-0479,Redmi Hot 40i,CAT-02,Mobile Phones,SUP-024,163344.66,174750,2022-11-17,Active
P-0480,Sony FreePods 4,CAT-02,Audio,SUP-021,126166.18,144100,2020-11-20,Active
P-0481,Infinix Hot 40i,CAT-02,Mobile Phones,SUP-016,336435.94,360800,2019-01-19,Active
P-0482,Zinox Keyboard Combo,CAT-02,Computing & Accessories,SUP-022,73871.93,81800,2024-01-13,Active
P-0483,Kenwood Rechargeable Fan,CAT-02,Small Appliances,SUP-020,37987.88,41700,2023-03-28,Active
P-0484,Oraimo Wired Earphones,CAT-02,Audio,SUP-019,50140.85,55550,2019-09-14,Active
P-0485,Samsung Galaxy A15,CAT-02,Mobile Phones,SUP-017,219581.66,278200,2019-12-26,Active
P-0486,Hisense 65in QLED TV,CAT-02,Televisions,SUP-023,202652.7,218600,2022-03-24,Active
P-0487,Tecno Hot 40i,CAT-02,Mobile Phones,SUP-017,67127.1,72800,2022-08-14,Active
P-0488,JBL Wired Earphones,CAT-02,Audio,SUP-019,15910.72,18800,2020-04-06,Active
P-0489,Zealot Bluetooth Speaker,CAT-02,Audio,SUP-025,40472.13,45350,2021-01-07,Active
P-0490,Scanfrost Air Fryer 5L,CAT-02,Small Appliances,SUP-016,115358.53,123800,2021-09-13,Active
P-0491,JBL Soundbar 2.1,CAT-02,Audio,SUP-016,156236.8,167300,2021-06-01,Active
P-0492,Binatone Rechargeable Fan,CAT-02,Small Appliances,SUP-021,82068.43,99900,2018-10-28,Active
P-0493,HP Laptop Bag 15.6,CAT-02,Computing & Accessories,SUP-019,43484.62,47300,2018-06-29,Active
P-0494,Infinix Note 13,CAT-02,Mobile Phones,SUP-018,184340.69,220600,2021-07-06,Active
P-0495,Scanfrost Electric Kettle,CAT-02,Small Appliances,SUP-025,39509.42,41750,2021-01-31,Discontinued
P-0496,Nokia Galaxy A15,CAT-02,Mobile Phones,SUP-019,184650.33,207000,2021-09-08,Discontinued
P-0497,Havit Party Speaker,CAT-02,Audio,SUP-017,92224.57,104100,2023-01-08,Active
P-0498,Sony Wired Earphones,CAT-02,Audio,SUP-024,29136.49,33050,2019-05-04,Active
P-0499,Samsung Spark 20,CAT-02,Mobile Phones,SUP-019,174910.65,199600,2020-03-26,Active
P-0500,Tecno Note 13,CAT-02,Mobile Phones,SUP-025,338500.66,384650,2019-01-27,Active
P-0501,Sony Party Speaker,CAT-02,Audio,SUP-019,170810.0,179800,2023-03-06,Active
P-0502,Samsung A70,CAT-02,Mobile Phones,SUP-019,121286.5,138900,2022-05-16,Active
P-0503,Samsung 32in HD TV,CAT-02,Televisions,SUP-021,725434.05,842900,2021-12-27,Active
P-0504,Master Chef Electric Kettle,CAT-02,Small Appliances,SUP-018,117915.66,138850,2020-03-17,Active
P-0505,Maxi 55in Smart TV,CAT-02,Televisions,SUP-025,620976.45,727950,2019-05-25,Active
P-0506,Samsung 43in Smart TV,CAT-02,Televisions,SUP-016,768179.77,839500,2024-04-17,Active
